customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
2324-EFHVG,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1660-HSOOQ,Yes,No,DSL,No,No,Yes,No,No,No
2750-BJLSB,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
2692-PFYTJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4282-ACRXS,No,No phone service,DSL,No,No,No,No,No,No
5699-BNCAS,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8220-OCUFY,Yes,No,DSL,Yes,No,Yes,Yes,No,No
4598-XLKNJ,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
9814-AOUDH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0278-YXOOG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8150-QUDFX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7083-YNSKY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8155-IBNHG,Yes,Yes,Fiber optic,No,No,No,No,No,No
8782-LKFPK,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
3198-VELRD,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
3756-VNWDH,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
6121-TNHBO,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
9800-ONTFE,Yes,Yes,Fiber optic,No,No,No,No,No,No
2521-NPUZR,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
4827-USJHP,Yes,No,DSL,No,Yes,No,No,No,No
0354-VXMJC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1371-DWPAZ,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No
7296-PIXQY,Yes,No,Fiber optic,No,No,No,No,No,No
7767-UXAGJ,Yes,Yes,DSL,No,No,No,No,No,No
4612-SSVHJ,Yes,No,Fiber optic,No,No,No,No,No,Yes
2951-QOQTK,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
2176-OSJUV,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No
4198-VFOEA,No,No phone service,DSL,Yes,No,No,Yes,No,No
5461-QKNTN,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No
7693-LCKZL,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
2672-OJQZP,Yes,No,DSL,No,No,No,No,No,No
3853-LYGAM,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes
1347-KTTTA,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9170-ARBTB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9753-OYLBX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7789-HKSBS,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
8785-EPNCG,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3058-HJCUY,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
8242-SOQUO,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
1820-DJFPH,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9039-ZVJDC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3186-AJIEK,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
9143-CANJF,Yes,No,DSL,Yes,No,No,Yes,No,No
2229-DPMBI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1173-NOEYG,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
9650-VBUOG,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7465-ZZRVX,Yes,No,Fiber optic,No,No,No,No,No,No
6304-IJFSQ,Yes,No,DSL,No,Yes,No,No,No,No
5863-OOKCL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0440-EKDCF,Yes,No,DSL,No,Yes,Yes,Yes,No,No
2805-EDJPQ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
5504-WSIUR,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
3583-EKAPL,Yes,No,DSL,No,No,No,No,No,Yes
9639-BUJXT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1658-BYGOY,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
5955-EPOAZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4208-UFFGW,Yes,No,DSL,No,No,No,No,No,No
7037-MTYVW,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
1051-EQPZR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2235-ZGKPT,Yes,Yes,DSL,No,No,No,No,No,No
9661-ACXBS,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
1328-EUZHC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1439-LCGVL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2250-IVBWA,Yes,No,Fiber optic,Yes,Yes,No,No,No,No
6418-PIQSP,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
5669-SRAIP,No,No phone service,DSL,No,No,Yes,No,No,Yes
0491-KAPQG,Yes,Yes,Fiber optic,No,No,No,No,No,No
9027-YFHQJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5419-CONWX,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
3099-OONVS,Yes,No,DSL,Yes,No,No,Yes,No,No
0617-AQNWT,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes
5707-ORNDZ,Yes,Yes,DSL,Yes,No,No,No,No,No
2190-PHBHR,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
5977-CKHON,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
4940-KHCWD,No,No phone service,DSL,Yes,Yes,No,Yes,No,No
2694-CIUMO,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
2323-ARSVR,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2208-UGTGR,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
4701-MLJPN,Yes,No,DSL,No,No,Yes,Yes,No,No
4056-QHXHZ,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
3055-OYMSE,Yes,No,Fiber optic,No,Yes,No,No,No,No
4248-QPAVC,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No
2002-MZHWP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1596-OQSPS,Yes,No,DSL,No,Yes,No,No,No,No
9046-DQMTP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3070-BDOQC,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
1285-OKIPP,Yes,No,Fiber optic,No,No,No,No,No,Yes
1564-NTYXF,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
1468-DEFNC,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7399-QHBJS,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No
5982-XMDEX,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4018-KJYUY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3363-EWLGO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5394-SVGJV,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
3571-DPYUH,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No
8665-UTDHZ,No,No phone service,DSL,No,Yes,No,No,No,No
9103-TCIHJ,Yes,Yes,DSL,Yes,No,No,No,No,No
7639-SUPCW,Yes,No,DSL,Yes,No,No,No,No,No
1958-RNRKS,Yes,Yes,DSL,No,No,No,No,No,No
5296-BFCYD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0620-XEFWH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0122-OAHPZ,Yes,Yes,Fiber optic,No,No,No,No,No,No
8740-CRYFY,Yes,No,Fiber optic,No,No,No,No,Yes,No
3587-PMCOY,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes
5440-FLBQG,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
6837-HAEVO,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1092-GANHU,Yes,No,Fiber optic,No,No,Yes,No,No,No
5236-XMZJY,Yes,No,DSL,Yes,Yes,Yes,No,No,No
7049-GKVZY,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes
7349-ALMUX,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No
3213-VVOLG,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1506-YJTYT,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No
0220-EBGCE,Yes,No,Fiber optic,No,No,Yes,No,No,Yes
9139-TWBAS,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No
5539-HIVAK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8644-XLFBW,Yes,No,Fiber optic,No,No,No,No,No,No
7998-ZLXWN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1170-SASML,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
1599-MMYRQ,Yes,No,Fiber optic,Yes,Yes,No,No,No,No
5186-SAMNZ,Yes,No,Fiber optic,No,No,No,No,No,No
5811-IWXYM,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
8295-KMENE,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No
4012-ZTHBR,Yes,No,DSL,No,No,No,No,No,No
5035-BVCXS,Yes,No,Fiber optic,No,Yes,No,No,No,No
3685-YLCMQ,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
2091-MJTFX,No,No phone service,DSL,No,No,No,Yes,Yes,Yes
4706-AXVKM,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
7205-BAIAD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5276-KQWHG,Yes,No,Fiber optic,No,No,No,No,No,No
8757-TFHHJ,Yes,No,DSL,Yes,No,No,No,No,No
4397-FRLTA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5256-SKJGO,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes
0107-WESLM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4979-HPRFL,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0112-QWPNC,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
4060-LDNLU,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
9602-WCXPI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5141-ZUVBH,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes
8257-RZAHR,Yes,Yes,DSL,Yes,No,No,No,Yes,No
2135-RXIHG,Yes,No,DSL,No,No,No,No,No,No
3744-ZBHON,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6127-ISGTU,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
8111-RKSPX,Yes,Yes,Fiber optic,No,No,No,No,No,No
3096-WPXBT,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
0486-HECZI,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
2550-QHZGP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9133-AYJZG,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
5118-MUEYH,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
7245-NIIWQ,Yes,No,Fiber optic,No,No,No,No,No,No
8938-UMKPI,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3066-RRJIO,Yes,No,Fiber optic,No,No,No,No,No,No
3413-CSSTH,Yes,Yes,DSL,No,No,Yes,No,No,No
6522-OIQSX,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
3440-JPSCL,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
6252-DFGTK,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No
7576-JMYWV,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
9289-LBQVU,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes
2359-KMGLI,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
6142-VSJQO,Yes,No,DSL,No,No,No,No,No,No
9835-ZIITK,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2815-CPTUL,Yes,No,Fiber optic,No,No,No,No,No,No
3982-XWFZQ,Yes,Yes,DSL,No,No,No,No,No,No
9777-WJJPR,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
7808-DVWEP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5995-SNNEW,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4702-IOQDC,Yes,No,Fiber optic,No,No,No,No,No,No
4659-NZRUF,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
5027-QPKTE,Yes,No,Fiber optic,No,No,No,No,No,No
8128-YVJRG,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
9074-KGVOX,No,No phone service,DSL,Yes,No,No,No,Yes,No
5712-PTIWW,Yes,No,Fiber optic,No,No,Yes,Yes,No,No
8023-QHAIO,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
7649-SIJJF,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
3262-EIDHV,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
4983-CCWMC,Yes,No,Fiber optic,No,No,No,No,No,No
3466-RITXD,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
1470-PSXNM,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
7252-NTGSS,Yes,No,DSL,No,No,No,No,No,No
5644-PDMZC,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
9332-GYWLO,Yes,No,DSL,No,No,No,No,Yes,No
4080-IIARD,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No
7855-DIWPO,Yes,No,Fiber optic,No,No,No,No,No,No
1403-GYAFU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3507-GASNP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6384-VMJHP,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes
4707-MAXGU,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4685-ERGHK,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
0471-ARVMX,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
6353-BRMMA,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
7442-YGZFK,Yes,Yes,DSL,No,No,No,No,No,No
4683-WYDOU,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
8605-ITULD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5067-DGXLL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8591-NXRCV,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes
7096-ZNBZI,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2928-HLDBA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6877-TJMBR,Yes,No,Fiber optic,No,No,No,Yes,Yes,No
9351-HXDMR,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
3811-VBYBZ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
3707-LRWZD,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
6370-ZVHDV,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2839-RFSQE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7167-PCEYD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3452-SRFEG,Yes,Yes,Fiber optic,No,No,No,No,No,No
9577-WJVCQ,Yes,Yes,DSL,Yes,No,No,No,No,No
6614-VBEGU,Yes,No,DSL,No,Yes,No,No,Yes,Yes
9838-BFCQT,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5032-USPKF,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
8410-BGQXN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5835-BEQEU,Yes,Yes,Fiber optic,No,No,No,No,No,No
1934-SJVJK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1334-FJSVR,No,No phone service,DSL,No,No,No,No,No,No
2068-WWXQZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3873-NFTGI,Yes,Yes,DSL,No,Yes,No,No,No,No
1785-BPHTP,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
2058-DCJBE,Yes,No,Fiber optic,No,No,No,No,No,No
2565-JSLRY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3420-YJLQT,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
4822-NGOCH,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
6479-OAUSD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7905-TVXTA,Yes,No,DSL,Yes,No,No,Yes,Yes,No
4075-WKNIU,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No
9722-UJOJR,Yes,No,Fiber optic,No,No,No,No,No,No
4895-TMWIR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7696-AMHOD,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes
7748-UMTRK,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
3049-SOLAY,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
9169-BSVIN,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes
9057-SIHCH,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
3063-QFSZL,Yes,No,DSL,No,No,No,No,No,Yes
4039-PIMHX,Yes,No,DSL,No,Yes,No,No,No,No
4628-WQCQQ,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
9574-BOSMD,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3498-LZGQZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7717-BICXI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9715-SBVSU,Yes,No,DSL,Yes,Yes,No,No,No,Yes
6050-FFXES,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
7771-CFQRQ,Yes,No,DSL,No,Yes,No,Yes,No,Yes
8920-NAVAY,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
7089-IVVAZ,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
7030-FZTFM,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2903-YYTBW,Yes,No,DSL,No,No,No,No,No,No
9600-UDOPK,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
6861-OKBCE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6128-DAFVY,No,No phone service,DSL,No,No,No,No,Yes,Yes
2957-JIRMN,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
4727-MCYZG,Yes,No,DSL,No,No,No,No,No,Yes
8174-TBVCF,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7967-HYCDE,Yes,No,Fiber optic,No,No,No,No,No,No
6899-PPEEA,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
4351-QLCSU,Yes,No,DSL,No,No,No,No,Yes,No
3765-JXVKY,Yes,No,Fiber optic,No,Yes,No,No,No,No
7471-WNSUF,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2720-WGKHP,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
5419-JKZNQ,Yes,Yes,Fiber optic,No,No,No,No,No,No
4334-HOWRP,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
8129-GMVGI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7426-GSWPO,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
5968-VXZLG,Yes,No,DSL,No,No,No,No,No,No
2882-DDZPG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0363-SVHYR,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4381-MHQDC,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No
4873-ILOLJ,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
7718-RXDGG,Yes,No,Fiber optic,No,No,No,No,No,No
4723-BEGSG,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
5186-PEIZU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5546-BYZSM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8563-IIOXK,Yes,No,DSL,Yes,No,No,No,No,No
5240-CAOYT,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No
1492-KGETH,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
4518-FZBSX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7669-LCRSD,Yes,No,DSL,No,No,No,No,Yes,No
8107-RZLNV,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5198-EFNBM,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No
7682-AZNDK,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No
7994-UYIVZ,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
4018-PPNDW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7029-RPUAV,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
3640-PHQXK,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
5287-QWLKY,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
0993-OSGPT,Yes,No,DSL,No,Yes,Yes,Yes,No,No
3158-MOERK,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
6633-SYEUS,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No
2639-UGMAZ,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes
5562-BETPV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0487-RPVUM,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No
2294-SALNE,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No
7328-ZJAJO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4486-EFAEB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8380-PEFPE,Yes,No,Fiber optic,No,No,No,No,No,No
5119-NZPTV,Yes,No,Fiber optic,No,No,No,No,No,No
2041-JIJCI,Yes,Yes,DSL,No,Yes,No,No,No,Yes
7526-IVLYU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1157-BQCUW,Yes,Yes,Fiber optic,No,No,No,No,No,No
5392-AKEMH,Yes,No,DSL,No,No,No,No,No,No
0734-OXWBT,Yes,No,DSL,No,No,No,Yes,Yes,Yes
0742-LAFQK,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
4299-SIMNS,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
0282-NVSJS,No,No phone service,DSL,No,No,No,Yes,No,No
9150-KPBJQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7531-GQHME,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7182-OVLBJ,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
6267-DCFFZ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
3580-HYCSP,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
0254-WWRKD,Yes,No,DSL,No,Yes,No,No,No,No
3855-ONCAR,Yes,No,Fiber optic,No,No,No,No,Yes,No
9788-HNGUT,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5656-JAMLX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6898-RBTLU,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes
3669-LVWZB,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
8868-WOZGU,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
8775-CEBBJ,Yes,No,DSL,No,No,No,No,No,No
8591-TKMZH,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
8550-XSXUQ,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes
6741-QRLUP,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
3778-FOAQW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0420-BWTPW,No,No phone service,DSL,No,No,No,No,No,No
3913-RDSJZ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7740-KKCXF,No,No phone service,DSL,No,Yes,No,No,No,No
5233-AOZUF,Yes,Yes,Fiber optic,No,No,No,No,No,No
9066-QRSDU,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8807-ARQET,No,No phone service,DSL,No,Yes,No,No,No,Yes
2933-XEUJM,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes
1414-YADCW,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No
7851-WZEKY,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
1053-MXTTK,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9170-GYZJC,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
3370-GQEAL,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
6933-FHBZC,Yes,No,DSL,No,Yes,Yes,No,No,No
0023-HGHWL,No,No phone service,DSL,No,No,No,No,No,No
4667-QONEA,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes
7521-AFHAB,Yes,No,DSL,No,No,No,No,No,No
1741-WTPON,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4361-JEIVL,Yes,No,DSL,No,No,No,No,No,No
2522-WLNSF,Yes,No,DSL,No,No,Yes,Yes,Yes,No
0756-MPZRL,No,No phone service,DSL,No,No,Yes,Yes,No,No
2162-FRZAA,No,No phone service,DSL,No,Yes,Yes,Yes,No,No
0576-WNXXC,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
8677-HDZEE,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
4835-YSJMR,Yes,No,DSL,No,No,No,Yes,No,No
2455-USLMV,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No
7274-CGTOD,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No
